DiseaseIndex,DiseaseID,Disease_Name,target_id,gene,ensembl_id,target_name,score,source,mapped_disease_id,mapped_disease_name
4,DIS05URM,Osteoarthritis,PTGS2,PTGS2,ENSG00000073756,prostaglandin-endoperoxide synthase 2,0.6226055055400594,OpenTargets,MONDO_0005178,osteoarthritis
4,DIS05URM,Osteoarthritis,NR3C1,NR3C1,ENSG00000113580,nuclear receptor subfamily 3 group C member 1,0.6152532295596213,OpenTargets,MONDO_0005178,osteoarthritis
4,DIS05URM,Osteoarthritis,PTGS1,PTGS1,ENSG00000095303,prostaglandin-endoperoxide synthase 1,0.6126993185925755,OpenTargets,MONDO_0005178,osteoarthritis
4,DIS05URM,Osteoarthritis,NGF,NGF,ENSG00000134259,nerve growth factor,0.6095933144347366,OpenTargets,MONDO_0005178,osteoarthritis
4,DIS05URM,Osteoarthritis,FTO,FTO,ENSG00000140718,FTO alpha-ketoglutarate dependent dioxygenase,0.5927302195388869,OpenTargets,MONDO_0005178,osteoarthritis
4,DIS05URM,Osteoarthritis,PLOD2,PLOD2,ENSG00000152952,"procollagen-lysine,2-oxoglutarate 5-dioxygenase 2",0.5902714003809142,OpenTargets,MONDO_0005178,osteoarthritis
4,DIS05URM,Osteoarthritis,TRPV1,TRPV1,ENSG00000196689,transient receptor potential cation channel subfamily V member 1,0.5871114948136884,OpenTargets,MONDO_0005178,osteoarthritis
4,DIS05URM,Osteoarthritis,PTGER3,PTGER3,ENSG00000050628,prostaglandin E receptor 3,0.5840988902934472,OpenTargets,MONDO_0005178,osteoarthritis
4,DIS05URM,Osteoarthritis,OPRM1,OPRM1,ENSG00000112038,opioid receptor mu 1,0.5814413248353565,OpenTargets,MONDO_0005178,osteoarthritis
5,DIS070UC,Renal failure,PKD1,PKD1,ENSG00000008710,"polycystin 1, transient receptor potential channel interacting",0.6414036501953538,OpenTargets,MONDO_0001106,kidney failure
5,DIS070UC,Renal failure,UMOD,UMOD,ENSG00000169344,uromodulin,0.6039597642859993,OpenTargets,MONDO_0001106,kidney failure
5,DIS070UC,Renal failure,PKD2,PKD2,ENSG00000118762,"polycystin 2, transient receptor potential cation channel",0.5984389139864379,OpenTargets,MONDO_0001106,kidney failure
5,DIS070UC,Renal failure,EPOR,EPOR,ENSG00000187266,erythropoietin receptor,0.5894623875828043,OpenTargets,MONDO_0001106,kidney failure
5,DIS070UC,Renal failure,ACE,ACE,ENSG00000159640,angiotensin I converting enzyme,0.5812154472621519,OpenTargets,MONDO_0001106,kidney failure
5,DIS070UC,Renal failure,POC5,POC5,ENSG00000152359,POC5 centriolar protein,0.5647855637232423,OpenTargets,MONDO_0001106,kidney failure
5,DIS070UC,Renal failure,FTO,FTO,ENSG00000140718,FTO alpha-ketoglutarate dependent dioxygenase,0.5620113366685877,OpenTargets,MONDO_0001106,kidney failure
5,DIS070UC,Renal failure,ADRB1,ADRB1,ENSG00000043591,adrenoceptor beta 1,0.5375384239736092,OpenTargets,MONDO_0001106,kidney failure
5,DIS070UC,Renal failure,APOL1,APOL1,ENSG00000100342,apolipoprotein L1,0.5121478135364971,OpenTargets,MONDO_0001106,kidney failure
5,DIS070UC,Renal failure,SRSF2,SRSF2,ENSG00000161547,serine and arginine rich splicing factor 2,0.5081012649185571,OpenTargets,MONDO_0001106,kidney failure
5,DIS070UC,Renal failure,NFATC1,NFATC1,ENSG00000131196,nuclear factor of activated T cells 1,0.50694673003371,OpenTargets,MONDO_0001106,kidney failure
5,DIS070UC,Renal failure,CPS1,CPS1,ENSG00000021826,carbamoyl-phosphate synthase 1,0.5037484090117117,OpenTargets,MONDO_0001106,kidney failure
5,DIS070UC,Renal failure,FGF5,FGF5,ENSG00000138675,fibroblast growth factor 5,0.5010069316459633,OpenTargets,MONDO_0001106,kidney failure
5,DIS070UC,Renal failure,WDR72,WDR72,ENSG00000166415,WD repeat domain 72,0.4917165375225371,OpenTargets,MONDO_0001106,kidney failure
5,DIS070UC,Renal failure,NR3C1,NR3C1,ENSG00000113580,nuclear receptor subfamily 3 group C member 1,0.4908333861889288,OpenTargets,MONDO_0001106,kidney failure
5,DIS070UC,Renal failure,ASXL1,ASXL1,ENSG00000171456,ASXL transcriptional regulator 1,0.4802776388488463,OpenTargets,MONDO_0001106,kidney failure
5,DIS070UC,Renal failure,HTR3A,HTR3A,ENSG00000166736,5-hydroxytryptamine receptor 3A,0.47917054770579043,OpenTargets,MONDO_0001106,kidney failure
5,DIS070UC,Renal failure,INF2,INF2,ENSG00000203485,inverted formin 2,0.46538279795691956,OpenTargets,MONDO_0001106,kidney failure
5,DIS070UC,Renal failure,GLA,GLA,ENSG00000102393,galactosidase alpha,0.46479682143079637,OpenTargets,MONDO_0001106,kidney failure
5,DIS070UC,Renal failure,MT-TF,MT-TF,ENSG00000210049,mitochondrially encoded tRNA-Phe (UUU/C),0.4619748183558772,OpenTargets,MONDO_0001106,kidney failure
5,DIS070UC,Renal failure,TCF7L2,TCF7L2,ENSG00000148737,transcription factor 7 like 2,0.459772862479584,OpenTargets,MONDO_0001106,kidney failure
5,DIS070UC,Renal failure,SOS2,SOS2,ENSG00000100485,SOS Ras/Rho guanine nucleotide exchange factor 2,0.4534075021920638,OpenTargets,MONDO_0001106,kidney failure
5,DIS070UC,Renal failure,TET2,TET2,ENSG00000168769,tet methylcytosine dioxygenase 2,0.45340432024621974,OpenTargets,MONDO_0001106,kidney failure
5,DIS070UC,Renal failure,SLC34A1,SLC34A1,ENSG00000131183,solute carrier family 34 member 1,0.44670196212430874,OpenTargets,MONDO_0001106,kidney failure
5,DIS070UC,Renal failure,SERPINC1,SERPINC1,ENSG00000117601,serpin family C member 1,0.4338796861080677,OpenTargets,MONDO_0001106,kidney failure
5,DIS070UC,Renal failure,PDILT,PDILT,ENSG00000169340,"protein disulfide isomerase like, testis expressed",0.4216273923991327,OpenTargets,MONDO_0001106,kidney failure
5,DIS070UC,Renal failure,CDKAL1,CDKAL1,ENSG00000145996,CDKAL1 threonylcarbamoyladenosine tRNA methylthiotransferase,0.41522030595813225,OpenTargets,MONDO_0001106,kidney failure
5,DIS070UC,Renal failure,PRKAG2,PRKAG2,ENSG00000106617,protein kinase AMP-activated non-catalytic subunit gamma 2,0.41390354512889854,OpenTargets,MONDO_0001106,kidney failure
5,DIS070UC,Renal failure,NRIP1,NRIP1,ENSG00000180530,nuclear receptor interacting protein 1,0.4136932500816228,OpenTargets,MONDO_0001106,kidney failure
5,DIS070UC,Renal failure,ETS1,ETS1,ENSG00000134954,"ETS proto-oncogene 1, transcription factor",0.40850887686027904,OpenTargets,MONDO_0001106,kidney failure
5,DIS070UC,Renal failure,SLC22A2,SLC22A2,ENSG00000112499,solute carrier family 22 member 2,0.40662002050483737,OpenTargets,MONDO_0001106,kidney failure
5,DIS070UC,Renal failure,TPPP,TPPP,ENSG00000171368,tubulin polymerization promoting protein,0.4059783889760766,OpenTargets,MONDO_0001106,kidney failure
5,DIS070UC,Renal failure,PTGS2,PTGS2,ENSG00000073756,prostaglandin-endoperoxide synthase 2,0.4020197948549429,OpenTargets,MONDO_0001106,kidney failure
5,DIS070UC,Renal failure,PPARGC1A,PPARGC1A,ENSG00000109819,PPARG coactivator 1 alpha,0.39652115344189265,OpenTargets,MONDO_0001106,kidney failure
5,DIS070UC,Renal failure,TRPC6,TRPC6,ENSG00000137672,transient receptor potential cation channel subfamily C member 6,0.3909333689263891,OpenTargets,MONDO_0001106,kidney failure
5,DIS070UC,Renal failure,HBB,HBB,ENSG00000244734,hemoglobin subunit beta,0.38800811947554714,OpenTargets,MONDO_0001106,kidney failure
5,DIS070UC,Renal failure,BICC1,BICC1,ENSG00000122870,BicC family RNA binding protein 1,0.38785108945415403,OpenTargets,MONDO_0001106,kidney failure
5,DIS070UC,Renal failure,DPP4,DPP4,ENSG00000197635,dipeptidyl peptidase 4,0.3838664541019245,OpenTargets,MONDO_0001106,kidney failure
5,DIS070UC,Renal failure,NPHS1,NPHS1,ENSG00000161270,"NPHS1 adhesion molecule, nephrin",0.38365469892758186,OpenTargets,MONDO_0001106,kidney failure
5,DIS070UC,Renal failure,SLC5A2,SLC5A2,ENSG00000140675,solute carrier family 5 member 2,0.38326863400270733,OpenTargets,MONDO_0001106,kidney failure
5,DIS070UC,Renal failure,PPARG,PPARG,ENSG00000132170,peroxisome proliferator activated receptor gamma,0.3812795765320071,OpenTargets,MONDO_0001106,kidney failure
5,DIS070UC,Renal failure,PIK3CG,PIK3CG,ENSG00000105851,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit gamma",0.3800256438375586,OpenTargets,MONDO_0001106,kidney failure
5,DIS070UC,Renal failure,ADRA2C,ADRA2C,ENSG00000184160,adrenoceptor alpha 2C,0.378557521513135,OpenTargets,MONDO_0001106,kidney failure
5,DIS070UC,Renal failure,ADRA2A,ADRA2A,ENSG00000150594,adrenoceptor alpha 2A,0.378557521513135,OpenTargets,MONDO_0001106,kidney failure
5,DIS070UC,Renal failure,ADRA2B,ADRA2B,ENSG00000274286,adrenoceptor alpha 2B,0.378557521513135,OpenTargets,MONDO_0001106,kidney failure
5,DIS070UC,Renal failure,DRD1,DRD1,ENSG00000184845,dopamine receptor D1,0.3752955097984715,OpenTargets,MONDO_0001106,kidney failure
5,DIS070UC,Renal failure,PTGS1,PTGS1,ENSG00000095303,prostaglandin-endoperoxide synthase 1,0.3751001482044716,OpenTargets,MONDO_0001106,kidney failure
5,DIS070UC,Renal failure,EGLN1,EGLN1,ENSG00000135766,egl-9 family hypoxia inducible factor 1,0.37469794493444397,OpenTargets,MONDO_0001106,kidney failure
5,DIS070UC,Renal failure,EGLN2,EGLN2,ENSG00000269858,egl-9 family hypoxia inducible factor 2,0.37428209103860477,OpenTargets,MONDO_0001106,kidney failure
5,DIS070UC,Renal failure,ADRB3,ADRB3,ENSG00000188778,adrenoceptor beta 3,0.37392971129464614,OpenTargets,MONDO_0001106,kidney failure
6,DIS07FAB,Pneumonic plague,MMP1,MMP1,ENSG00000196611,matrix metallopeptidase 1,0.07391597093694036,OpenTargets,MONDO_0001024,pneumonic plague
6,DIS07FAB,Pneumonic plague,MMP8,MMP8,ENSG00000118113,matrix metallopeptidase 8,0.07391597093694036,OpenTargets,MONDO_0001024,pneumonic plague
6,DIS07FAB,Pneumonic plague,MMP13,MMP13,ENSG00000137745,matrix metallopeptidase 13,0.07391597093694036,OpenTargets,MONDO_0001024,pneumonic plague
6,DIS07FAB,Pneumonic plague,MMP7,MMP7,ENSG00000137673,matrix metallopeptidase 7,0.07391597093694036,OpenTargets,MONDO_0001024,pneumonic plague
7,DIS08UKE,Postpartum depression,GABRD,GABRD,ENSG00000187730,gamma-aminobutyric acid type A receptor subunit delta,0.5821206875140307,OpenTargets,MONDO_0005929,postpartum depression
7,DIS08UKE,Postpartum depression,GABRA3,GABRA3,ENSG00000011677,gamma-aminobutyric acid type A receptor subunit alpha3,0.5807809605407986,OpenTargets,MONDO_0005929,postpartum depression
7,DIS08UKE,Postpartum depression,GABRA5,GABRA5,ENSG00000186297,gamma-aminobutyric acid type A receptor subunit alpha5,0.5807809605407986,OpenTargets,MONDO_0005929,postpartum depression
7,DIS08UKE,Postpartum depression,GABRG2,GABRG2,ENSG00000113327,gamma-aminobutyric acid type A receptor subunit gamma2,0.5807809605407986,OpenTargets,MONDO_0005929,postpartum depression
7,DIS08UKE,Postpartum depression,GABRB2,GABRB2,ENSG00000145864,gamma-aminobutyric acid type A receptor subunit beta2,0.5807809605407986,OpenTargets,MONDO_0005929,postpartum depression
7,DIS08UKE,Postpartum depression,GABRP,GABRP,ENSG00000094755,gamma-aminobutyric acid type A receptor subunit pi,0.5807809605407986,OpenTargets,MONDO_0005929,postpartum depression
7,DIS08UKE,Postpartum depression,GABRA2,GABRA2,ENSG00000151834,gamma-aminobutyric acid type A receptor subunit alpha2,0.5807809605407986,OpenTargets,MONDO_0005929,postpartum depression
7,DIS08UKE,Postpartum depression,GABRG3,GABRG3,ENSG00000182256,gamma-aminobutyric acid type A receptor subunit gamma3,0.5807809605407986,OpenTargets,MONDO_0005929,postpartum depression
7,DIS08UKE,Postpartum depression,GABRA4,GABRA4,ENSG00000109158,gamma-aminobutyric acid type A receptor subunit alpha4,0.5807809605407986,OpenTargets,MONDO_0005929,postpartum depression
7,DIS08UKE,Postpartum depression,GABRQ,GABRQ,ENSG00000268089,gamma-aminobutyric acid type A receptor subunit theta,0.5807809605407986,OpenTargets,MONDO_0005929,postpartum depression
7,DIS08UKE,Postpartum depression,GABRA1,GABRA1,ENSG00000022355,gamma-aminobutyric acid type A receptor subunit alpha1,0.5807809605407986,OpenTargets,MONDO_0005929,postpartum depression
7,DIS08UKE,Postpartum depression,GABRB1,GABRB1,ENSG00000163288,gamma-aminobutyric acid type A receptor subunit beta1,0.5807809605407986,OpenTargets,MONDO_0005929,postpartum depression
7,DIS08UKE,Postpartum depression,GABRA6,GABRA6,ENSG00000145863,gamma-aminobutyric acid type A receptor subunit alpha6,0.5807809605407986,OpenTargets,MONDO_0005929,postpartum depression
7,DIS08UKE,Postpartum depression,GABRE,GABRE,ENSG00000102287,gamma-aminobutyric acid type A receptor subunit epsilon,0.5807809605407986,OpenTargets,MONDO_0005929,postpartum depression
7,DIS08UKE,Postpartum depression,GABRB3,GABRB3,ENSG00000166206,gamma-aminobutyric acid type A receptor subunit beta3,0.5807809605407986,OpenTargets,MONDO_0005929,postpartum depression
7,DIS08UKE,Postpartum depression,GABRG1,GABRG1,ENSG00000163285,gamma-aminobutyric acid type A receptor subunit gamma1,0.5807809605407986,OpenTargets,MONDO_0005929,postpartum depression
7,DIS08UKE,Postpartum depression,SLC6A4,SLC6A4,ENSG00000108576,solute carrier family 6 member 4,0.33447001053466263,OpenTargets,MONDO_0005929,postpartum depression
7,DIS08UKE,Postpartum depression,PTPRN,PTPRN,ENSG00000054356,protein tyrosine phosphatase receptor type N,0.2756226173148245,OpenTargets,MONDO_0005929,postpartum depression
7,DIS08UKE,Postpartum depression,DRD2,DRD2,ENSG00000149295,dopamine receptor D2,0.27318624230797933,OpenTargets,MONDO_0005929,postpartum depression
7,DIS08UKE,Postpartum depression,HTR2A,HTR2A,ENSG00000102468,5-hydroxytryptamine receptor 2A,0.27241012461314146,OpenTargets,MONDO_0005929,postpartum depression
7,DIS08UKE,Postpartum depression,HTR1A,HTR1A,ENSG00000178394,5-hydroxytryptamine receptor 1A,0.26175493208044004,OpenTargets,MONDO_0005929,postpartum depression
7,DIS08UKE,Postpartum depression,SLC6A2,SLC6A2,ENSG00000103546,solute carrier family 6 member 2,0.25870589827929125,OpenTargets,MONDO_0005929,postpartum depression
7,DIS08UKE,Postpartum depression,OPRM1,OPRM1,ENSG00000112038,opioid receptor mu 1,0.25259140490567433,OpenTargets,MONDO_0005929,postpartum depression
7,DIS08UKE,Postpartum depression,RAD51B,RAD51B,ENSG00000182185,RAD51 paralog B,0.23247976385916044,OpenTargets,MONDO_0005929,postpartum depression
7,DIS08UKE,Postpartum depression,GRIN2B,GRIN2B,ENSG00000273079,glutamate ionotropic receptor NMDA type subunit 2B,0.21038743872209628,OpenTargets,MONDO_0005929,postpartum depression
7,DIS08UKE,Postpartum depression,GRIN3A,GRIN3A,ENSG00000198785,glutamate ionotropic receptor NMDA type subunit 3A,0.21038743872209628,OpenTargets,MONDO_0005929,postpartum depression
7,DIS08UKE,Postpartum depression,GRIN1,GRIN1,ENSG00000176884,glutamate ionotropic receptor NMDA type subunit 1,0.20983306894006923,OpenTargets,MONDO_0005929,postpartum depression
7,DIS08UKE,Postpartum depression,GRIN3B,GRIN3B,ENSG00000116032,glutamate ionotropic receptor NMDA type subunit 3B,0.20983306894006923,OpenTargets,MONDO_0005929,postpartum depression
7,DIS08UKE,Postpartum depression,GRIN2A,GRIN2A,ENSG00000183454,glutamate ionotropic receptor NMDA type subunit 2A,0.20983306894006923,OpenTargets,MONDO_0005929,postpartum depression
7,DIS08UKE,Postpartum depression,GRIN2C,GRIN2C,ENSG00000161509,glutamate ionotropic receptor NMDA type subunit 2C,0.20983306894006923,OpenTargets,MONDO_0005929,postpartum depression
7,DIS08UKE,Postpartum depression,GRIN2D,GRIN2D,ENSG00000105464,glutamate ionotropic receptor NMDA type subunit 2D,0.20983306894006923,OpenTargets,MONDO_0005929,postpartum depression
7,DIS08UKE,Postpartum depression,SCN4A,SCN4A,ENSG00000007314,sodium voltage-gated channel alpha subunit 4,0.18571387697906264,OpenTargets,MONDO_0005929,postpartum depression
7,DIS08UKE,Postpartum depression,SCN11A,SCN11A,ENSG00000168356,sodium voltage-gated channel alpha subunit 11,0.1847899273423509,OpenTargets,MONDO_0005929,postpartum depression
7,DIS08UKE,Postpartum depression,SCN8A,SCN8A,ENSG00000196876,sodium voltage-gated channel alpha subunit 8,0.1847899273423509,OpenTargets,MONDO_0005929,postpartum depression
7,DIS08UKE,Postpartum depression,SCN3A,SCN3A,ENSG00000153253,sodium voltage-gated channel alpha subunit 3,0.1847899273423509,OpenTargets,MONDO_0005929,postpartum depression
7,DIS08UKE,Postpartum depression,SCN7A,SCN7A,ENSG00000136546,sodium voltage-gated channel alpha subunit 7,0.1847899273423509,OpenTargets,MONDO_0005929,postpartum depression
7,DIS08UKE,Postpartum depression,SCN1A,SCN1A,ENSG00000144285,sodium voltage-gated channel alpha subunit 1,0.1847899273423509,OpenTargets,MONDO_0005929,postpartum depression
7,DIS08UKE,Postpartum depression,SCN5A,SCN5A,ENSG00000183873,sodium voltage-gated channel alpha subunit 5,0.1847899273423509,OpenTargets,MONDO_0005929,postpartum depression
7,DIS08UKE,Postpartum depression,SCN9A,SCN9A,ENSG00000169432,sodium voltage-gated channel alpha subunit 9,0.1847899273423509,OpenTargets,MONDO_0005929,postpartum depression
7,DIS08UKE,Postpartum depression,SCN2A,SCN2A,ENSG00000136531,sodium voltage-gated channel alpha subunit 2,0.1847899273423509,OpenTargets,MONDO_0005929,postpartum depression
7,DIS08UKE,Postpartum depression,SCN10A,SCN10A,ENSG00000185313,sodium voltage-gated channel alpha subunit 10,0.1847899273423509,OpenTargets,MONDO_0005929,postpartum depression
7,DIS08UKE,Postpartum depression,ZFYVE26,ZFYVE26,ENSG00000072121,zinc finger FYVE-type containing 26,0.09345974175211806,OpenTargets,MONDO_0005929,postpartum depression
7,DIS08UKE,Postpartum depression,ESR1,ESR1,ENSG00000091831,estrogen receptor 1,0.0783912519560141,OpenTargets,MONDO_0005929,postpartum depression
7,DIS08UKE,Postpartum depression,OXTR,OXTR,ENSG00000180914,oxytocin receptor,0.0664932367556777,OpenTargets,MONDO_0005929,postpartum depression
7,DIS08UKE,Postpartum depression,OXT,OXT,ENSG00000101405,oxytocin/neurophysin I prepropeptide,0.05246189300099977,OpenTargets,MONDO_0005929,postpartum depression
8,DIS093I0,Immunodeficiency,ADA,ADA,ENSG00000196839,adenosine deaminase,0.891333397327397,OpenTargets,HP_0002721,Immunodeficiency
8,DIS093I0,Immunodeficiency,RAG1,RAG1,ENSG00000166349,recombination activating 1,0.8824817735863209,OpenTargets,HP_0002721,Immunodeficiency
8,DIS093I0,Immunodeficiency,ATM,ATM,ENSG00000149311,ATM serine/threonine kinase,0.8768426478219796,OpenTargets,HP_0002721,Immunodeficiency
8,DIS093I0,Immunodeficiency,RAG2,RAG2,ENSG00000175097,recombination activating 2,0.8682476381924492,OpenTargets,HP_0002721,Immunodeficiency
8,DIS093I0,Immunodeficiency,IL2RG,IL2RG,ENSG00000147168,interleukin 2 receptor subunit gamma,0.8639834483137028,OpenTargets,HP_0002721,Immunodeficiency
8,DIS093I0,Immunodeficiency,DCLRE1C,DCLRE1C,ENSG00000152457,DNA cross-link repair 1C,0.8593453638567865,OpenTargets,HP_0002721,Immunodeficiency
8,DIS093I0,Immunodeficiency,JAK3,JAK3,ENSG00000105639,Janus kinase 3,0.8574832042413716,OpenTargets,HP_0002721,Immunodeficiency
8,DIS093I0,Immunodeficiency,WAS,WAS,ENSG00000015285,WASP actin nucleation promoting factor,0.8497814363310084,OpenTargets,HP_0002721,Immunodeficiency
8,DIS093I0,Immunodeficiency,RAC2,RAC2,ENSG00000128340,Rac family small GTPase 2,0.8382842785703799,OpenTargets,HP_0002721,Immunodeficiency
8,DIS093I0,Immunodeficiency,LIG4,LIG4,ENSG00000174405,DNA ligase 4,0.8371269194531337,OpenTargets,HP_0002721,Immunodeficiency
8,DIS093I0,Immunodeficiency,IL7R,IL7R,ENSG00000168685,interleukin 7 receptor,0.8310539996096792,OpenTargets,HP_0002721,Immunodeficiency
8,DIS093I0,Immunodeficiency,STIM1,STIM1,ENSG00000167323,stromal interaction molecule 1,0.8294759124120652,OpenTargets,HP_0002721,Immunodeficiency
8,DIS093I0,Immunodeficiency,FOXN1,FOXN1,ENSG00000109101,forkhead box N1,0.8262119721015007,OpenTargets,HP_0002721,Immunodeficiency
8,DIS093I0,Immunodeficiency,ZAP70,ZAP70,ENSG00000115085,zeta chain of T cell receptor associated protein kinase 70,0.8239012834809804,OpenTargets,HP_0002721,Immunodeficiency
8,DIS093I0,Immunodeficiency,NHEJ1,NHEJ1,ENSG00000187736,non-homologous end joining factor 1,0.8195720122466595,OpenTargets,HP_0002721,Immunodeficiency
8,DIS093I0,Immunodeficiency,MAGT1,MAGT1,ENSG00000102158,magnesium transporter 1,0.8192655023414431,OpenTargets,HP_0002721,Immunodeficiency
8,DIS093I0,Immunodeficiency,PTPRC,PTPRC,ENSG00000081237,protein tyrosine phosphatase receptor type C,0.813326346539299,OpenTargets,HP_0002721,Immunodeficiency
8,DIS093I0,Immunodeficiency,CARMIL2,CARMIL2,ENSG00000159753,capping protein regulator and myosin 1 linker 2,0.8124696630615882,OpenTargets,HP_0002721,Immunodeficiency
8,DIS093I0,Immunodeficiency,IKBKB,IKBKB,ENSG00000104365,inhibitor of nuclear factor kappa B kinase subunit beta,0.8086736152572197,OpenTargets,HP_0002721,Immunodeficiency
